wrap around,stability,morality,cycle length,generation count,seed
true,1.0,0.1455,1,11,19561910
true,1.0,0.0176,1,9,19561911
true,1.0,0.1104,1,10,19561912
true,1.0,0.1064,1,10,19561913
true,1.0,0.041,1,9,19561914
true,1.0,0.0938,1,8,19561915
true,1.0,0.0488,1,9,19561916
true,1.0,0.0,1,9,19561917
true,1.0,0.0771,1,9,19561918
true,1.0,0.1123,1,10,19561919
true,1.0,0.0781,1,8,19561920
true,1.0,0.0,1,6,19561921
true,1.0,0.0723,1,9,19561922
true,1.0,0.1162,1,7,19561923
true,1.0,0.0439,1,9,19561924
true,1.0,0.082,1,12,19561925
true,1.0,0.0449,1,7,19561926
true,1.0,0.0,1,8,19561927
true,1.0,0.0264,1,6,19561928
true,1.0,0.0,1,7,19561929
true,1.0,0.0225,1,6,19561930
false,1.0,0.0469,1,11,19561831
false,1.0,0.0762,1,12,19561832
false,1.0,0.0,1,8,19561833
false,1.0,0.0352,1,9,19561834
false,1.0,0.0801,1,9,19561835
false,1.0,0.0264,1,13,19561836
false,1.0,0.1465,1,8,19561837
false,1.0,0.0352,1,10,19561838
false,1.0,0.0186,1,7,19561839
false,1.0,0.1172,1,10,19561840
false,1.0,0.0361,1,12,19561841
false,1.0,0.0293,1,8,19561842
false,1.0,0.1299,1,8,19561843
false,1.0,0.0391,1,10,19561844
false,1.0,0.0254,1,11,19561845
false,1.0,0.0439,1,10,19561846
false,1.0,0.123,1,8,19561847
false,1.0,0.0498,1,8,19561848
false,1.0,0.1221,1,13,19561849
false,1.0,0.0244,1,7,19561850
false,1.0,0.0547,1,10,19561851
false,1.0,0.1621,1,8,19561852
false,1.0,0.0,1,9,19561853
false,1.0,0.0176,1,9,19561854
false,1.0,0.0752,1,12,19561855
false,1.0,0.1084,1,9,19561856
false,1.0,0.1318,1,9,19561857
false,1.0,0.0088,1,6,19561858
false,1.0,0.0283,1,8,19561859
false,1.0,0.0117,1,10,19561860
false,1.0,0.0439,1,9,19561861
false,1.0,0.0674,1,9,19561862
false,1.0,0.0869,1,10,19561863
false,1.0,0.0,1,11,19561864
false,1.0,0.0449,1,9,19561865
false,1.0,0.0459,1,9,19561866
false,1.0,0.0107,1,9,19561867
false,1.0,0.1934,1,10,19561868
false,1.0,0.0,1,7,19561869
false,1.0,0.3457,1,15,19561870
false,1.0,0.1855,1,11,19561871
false,1.0,0.083,1,9,19561872
false,1.0,0.1396,1,12,19561873
false,1.0,0.1367,1,9,19561874
false,1.0,0.0,1,8,19561875
false,1.0,0.0537,1,8,19561876
false,1.0,0.0234,1,10,19561877
false,1.0,0.1045,1,8,19561878
false,1.0,0.1357,1,8,19561879
false,1.0,0.0117,1,15,19561880
false,1.0,0.0977,1,9,19561881
false,1.0,0.0713,1,8,19561882
false,1.0,0.0449,1,8,19561883
false,1.0,0.0645,1,8,19561884
false,1.0,0.0684,1,10,19561885
false,1.0,0.0908,1,7,19561886
false,1.0,0.0986,1,9,19561887
false,1.0,0.0332,1,9,19561888
false,1.0,0.085,1,11,19561889
false,1.0,0.0469,1,9,19561890
false,1.0,0.0273,1,10,19561891
false,1.0,0.04,1,9,19561892
false,1.0,0.0098,1,7,19561893
false,1.0,0.0361,1,11,19561894
false,1.0,0.0918,1,10,19561895
false,1.0,0.0498,1,10,19561896
false,1.0,0.084,1,10,19561897
false,1.0,0.1357,1,8,19561898
false,1.0,0.0195,1,9,19561899
false,1.0,0.1426,1,15,19561900
false,1.0,0.0361,1,10,19561901
false,1.0,0.1006,1,9,19561902
false,1.0,0.0674,1,9,19561903
false,1.0,0.1162,1,10,19561904
false,1.0,0.1289,1,9,19561905
false,1.0,0.0508,1,10,19561906
false,1.0,0.0498,1,10,19561907
false,1.0,0.04,1,10,19561908
false,1.0,0.1084,1,8,19561909
false,1.0,0.1719,1,11,19561910
false,1.0,0.0459,1,10,19561911
false,1.0,0.1426,1,11,19561912
false,1.0,0.1221,1,11,19561913
false,1.0,0.0391,1,8,19561914
false,1.0,0.0938,1,10,19561915
false,1.0,0.0576,1,9,19561916
false,1.0,0.0547,1,8,19561917
false,1.0,0.0879,1,10,19561918
false,1.0,0.1631,1,9,19561919
false,1.0,0.0625,1,11,19561920
false,1.0,0.0,1,8,19561921
false,1.0,0.0977,1,12,19561922
false,1.0,0.1123,1,7,19561923
false,1.0,0.0566,1,9,19561924
false,1.0,0.1807,1,7,19561925
false,1.0,0.0195,1,7,19561926
false,1.0,0.0117,1,9,19561927
false,1.0,0.0381,1,7,19561928
false,1.0,0.0537,1,7,19561929
false,1.0,0.0225,1,8,19561930
